address,name,location,liked_food_from_review,latitude,longitude,rank
"353/354, 1st A cross, Koramangala 7th Block, Bangalore",Begin with us....Tea Time Cafe,Koramangala 7th Block,"['samosa', 'chocolate', 'tea', 'roll', 'cappuccino', 'biscuit', 'hazelnut cappuccino', 'cold coffe', 'shakes', 'cold coffee', 'chicken', 'chocolate roll', 'milk', 'soda', 'latte', 'normal tea', 'coffee', 'mocha', 'biscuits', 'hazel', 'choco', 'milk shakes', 'chicken samosa', 'soft drinks', 'hazelnut', 'coffee latte']",12.9364846,77.6134783,3904.5
"57, East Park Road, 15 Cross, Malleshwaram, Bangalore",Chaatimes,Malleshwaram,"['chai', 'dahi', 'sprouts', 'pav bhaji', 'pav', 'papdi chaat', 'puri', 'papdi', 'sandwich', 'rice', 'katori chat', 'bhaji', 'dahi puri']",13.0027353,77.5703253,3904.5
"68, 10th Main Road, 36th Cross, 5th Block, Jayanagar, Bangalore",Pop Hop,Jayanagar,"['chocolate', 'mixture', 'strawberry stick', 'jamun', 'peanut butter', 'ice cream', 'strawberry', 'badam stick', 'mocha ice cream', 'milk chocolate', 'almond', 'banana', 'milk', 'butter', 'chocolate sauce', 'peanut', 'raspberry', 'lollipop', 'cake', 'choco hazel', 'paan ice cream', 'mocha', 'paan', 'popsicle', 'hazel', 'badam', 'choco', 'mojito', 'virgin mojito', 'hazelnut']",12.9292731,77.5824229,3906.0
"126, Behind Kalamma Temple, Nagarpet, Near Majestic, Majestic, Bangalore",Lakshmi Natraja Refreshments,Majestic,"['idly', 'red chutney', 'paper plain dosa', 'paper plain', 'grape', 'cake', 'dosa', 'plain dosa', 'podi dosa', 'lemon rice', 'masala dosa', 'idli', 'rice']",12.9756601,77.5731558,3907.0
"4C-501, Ground floor, 5th A Main Road, 2nd Block HRBR Layout, Kalyan Nagar, Bangalore",Eagles Pizza,Kalyan Nagar,"['capsicum', 'pasta', 'cheese garlic bread', 'veg pizza', 'cheese', 'roll', 'egg', 'bread', 'paneer', 'pizza', 'rice', 'veg', 'cheesy', 'mushroom', 'garlic bread']",13.0221416,77.6403368,3908.0
"19, BDA Complex, HSR, Bangalore",Popular Bakery,HSR,"['chocolate', 'ice cream', 'roll', 'oreo', 'brownie', 'vanilla', 'oreo cake', 'irish coffee', 'apple', 'veg roll', 'chocolate cake', 'egg', 'rice', 'cake', 'coffee', 'brownies', 'cookie', 'plum cake', 'chai', 'sweet', 'choco', 'pineapple', 'shawarma', 'veg', 'vanilla ice cream']",12.9116225,77.6388622,3909.0
"SC Road, Opposite Yeshwantpur Circle, Yeshwantpur, Bangalore",Karavali Deluxe,Yeshwantpur,"['chicken kadhai', 'butter naan', 'green peas', 'silver', 'silver fish', 'green peas pepper fry', 'naan', 'chicken and egg fried rice', 'fish', 'chicken starters', 'pepper fry', 'mushroom pepper fry', 'egg', 'fish fry', 'chicken', 'mushroom pepper', 'butter', 'rice', 'egg fried rice.', 'butter chicken', 'egg fried rice', 'egg fried', 'fried rice', 'chicken tikka', 'silver fish fry', 'mushroom', 'chicken tikka masala']",13.02383,77.5529215,3910.0
"59/2, Subramanya Complex, New Thippasandra Main Road, Thippasandra, Bangalore",Plantain Leaf,Thippasandra,"['crispy chicken', 'chilli chicken', 'mushroom noodle', 'chicken satey', 'mushroom noodles', 'prawns', 'chicken', 'noodles', 'mushroom']",12.973936,77.6509982,3911.0
"10, Opposite Bhawana PG, Kundanahalli Gate, Brookefield, Bangalore",99 Caffe,Brookefield,"['halwa', 'sambhar', 'curd rice', 'curd', 'dosa', 'vada', 'masala dosa and vada combo', 'masala dosa', 'rotis', 'mushroom', 'rice', 'roti']",12.9668213,77.7168891,3912.0
"11, 1st Main, 1st Cross, Jakkasandra Extension, Koramangala 1st Block, Bangalore",DinePost9,Koramangala 1st Block,"['jamun', 'butter naan', 'grill', 'naan', 'gulab jamun', 'jeera rice', 'paneer', 'paneer tikka', 'chicken', 'litti chokha', 'butter', 'rara chicken', 'rice', 'tandoori', 'grilled chicken', 'litti choka', 'paneer butter', 'mushroom tikka', 'chokha', 'fried rice', 'chicken tikka', 'veg', 'mushroom', 'afghani chicken']",12.9277245,77.6327822,3913.0
"106, Praveen Transport Complex, Opposite ITPL Back Gate, Whitefield, Bangalore",New Punjabi Tasty Khana,Whitefield,"['chicken noodles', 'chicken tikka masala.', 'kulcha', 'chicken tikka', 'chicken noodle', 'salad', 'pulao', 'roti.', 'thali', 'chicken', 'noodles', 'raita', 'rice', 'roti', 'chicken tikka masala']",12.9696365,77.7497448,3914.0
"27, 3rd Cross, Outer Ring Road, Marathahalli, Bangalore",Sultan's Biryani,Marathahalli,[],12.9552572,77.6984163,3915.0
"B 308, Creative Sree Nilaya Apartment, 24 Main Road, Sector 2, Opposite Power House, HSR, Bangalore",Cutlet Shop,HSR,"['cutlet', 'kheema', 'cutlets', 'mutton cutlet', 'fish fry', 'mocha', 'veg', 'fish']",12.9116225,77.6388622,3916.0
"806/1, 1st Floor, Rajeshwari Business Chambers, New Thippasandra Main Road, Indiranagar, Bangalore",Cafe Soy,Indiranagar,"['veg', 'veggie', 'egg', 'veggies']",12.9732913,77.6404672,3917.0
"331, Road No 5B, EPIP Area, Next to K.T.P.O, Whitefield, Bangalore",The Terrace at Windmills Craftworks,Whitefield,"['mutton curry', 'rice']",12.9696365,77.7497448,3918.0
"49/5, 1st Floor, 1st Main Road, Koramangala 5th Block, Bangalore",Flavor of Tibet,Koramangala 5th Block,"['momos', 'tea', 'chilli garlic noodles', 'chicken steamed momo', 'manchow', 'veg momos', 'noodles', 'chicken steamed momos', 'bread', 'chilli chicken', 'chicken manchow', 'egg', 'legendary', 'chicken', 'ginger chicken', 'garlic noodles', 'chicken manchow soup', 'rice', 'fried momo', 'ida', 'chowmein', 'veg manchurian', 'mushroom chill', 'fried momos', 'mushroom chilly', 'manchow soup', 'fried rice', 'veggie', 'tingmo', 'chicken thukpa', 'veg momo', 'veg manchurian gravy', 'steamed momos', 'veg', 'mushroom']",12.9348429,77.6189768,3919.0
"53, Second Floor, 9th Cross, 80 Feet Road, Sarakki Village, JP Nagar, Bangalore",Smoke-A-Pot,JP Nagar,"['veggies', 'biryani combo', 'raitha', 'veggie', 'buttermilk', 'egg', 'chicken kebab', 'salan', 'chicken', 'kebab', 'milk', 'butter', 'rabadi', 'veg', 'kheer', 'rice']",12.9120761,77.57939318031076,3920.0
"Shop 1 & 2, Sy 71, Marsur Main Road, Electronic City, Bangalore",Hungry Kya?,Electronic City,"['tandoori', 'roll', 'cake', 'chicken', 'rabadi', 'rice']",12.8487599,77.64825295827616,3921.0
"940, Shantha Complex, 20th Main, 2nd Stage, Banashankari, Bangalore",Cuppa,Banashankari,"['wedges', 'cold coffe', 'potato wedges', 'tea', 'coffee', 'cold coffee', 'espresso', 'smoothie', 'donut', 'fries', 'sandwich', 'mango', 'corn spinach sandwich', 'mango smoothie']",12.9152208,77.573598,3922.0
"30, Koramangala 5th Block, Bangalore",Makers of Milkshakes,Koramangala 5th Block,"['raspberry', 'shakes', 'tea', 'coffee', 'milk', 'milkshake', 'kitkat']",12.9348429,77.6189768,3923.0
"Mahalakshmi Chambers, MG Road, Bangalore",Little Bites,MG Road,"['burger', 'cheese', 'veg cheese sandwich', 'club sandwich', 'tea', 'veg club sandwich', 'salad', 'chicken salad', 'shakes', 'mocha', 'chicken', 'cheese sandwich', 'sandwich', 'veg', 'bread', 'rice']",12.9755264,77.6067902,3924.0
"42, 1st Main, 1st Block, Koramangala, Bangalore",Hotel Feast Ambur Biriyani,Koramangala 1st Block,"['kabab', 'chicken kabab.', 'chicken kabab', 'chicken', 'rice']",12.9277245,77.6327822,3925.0
"46, 18th Main, Sector 3, HSR Layout, HSR, Bangalore",Mustard Food Court,HSR,"['palak', 'egg', 'paneer', 'bhurji', 'egg bhurji', 'rice', 'palak paneer']",12.9116225,77.6388622,3926.0
"5th A Main Road, 2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",The Roastery,Kalyan Nagar,"['chocolate', 'hot choco', 'coffee', 'coffee lover', 'choco', 'hot chocolate', 'macchiato', 'vanilla']",13.0221416,77.6403368,3927.0
"2884,1st Floor 14th Main Road, E- Block, Subramanya Nagar, Rajajinagar, Bangalore",Faasos,Rajajinagar,"['roll', 'paneer tikka wrap', 'khichdi meal', 'pizza', 'cheese rolls', 'chapati', 'kheer', 'choco lava cake', 'choco lava', 'paneer gravy', 'paneer', 'paneer tikka', 'sabudana kheer', 'paneer cheese roll', 'pickle', 'tikka wrap', 'lava cake', 'cheese', 'cake', 'aloo paratha', 'cheese roll', 'sabudana', 'khichdi', 'paneer cheese', 'sabji', 'sweet', 'paratha', 'aloo parantha', 'curd', 'sabudana khichdi', 'choco', 'vada', 'cheesy', 'lime']",12.9882338,77.554883,3928.0
"31/1, 20th Main Road, BVR Plaza, 8th cross, 1st N Block, Rajajinagar, Bangalore",Frozenheit?,Rajajinagar,"['pan ice cream', 'red velvet', 'chocolate', 'sweet', 'ice cream', 'candy land', 'candy land ice cream', 'choco', 'chocolate based', 'brownie']",12.9882338,77.554883,3929.0
"58, Ground Floor, 7th Block, Raheja Arcade, Koramangala 7th Block, Bangalore",Tata Cha,Koramangala 7th Block,"['chai', 'samosa', 'tea', 'vada', 'bun maska', 'ginger tea', 'feni', 'rice', 'bun']",12.9364846,77.6134783,3930.5
"71/1, 477 Doddakannahalli Road, Opposite RMZ, Wipro Gate, Sarjapur Road, Bangalore",Silsila Restaurant,Sarjapur Road,"['chai', 'dal', 'fulka', 'veg', 'rice']",12.920441,77.6653284,3930.5
"502, 4th C Cross, HRBR Layout 2nd Block Extension, Kalyan Nagar, Bangalore",Wokanaka - The Casual Chinese Pitstop,Kalyan Nagar,"['chicken momos', 'momos', 'fried prawn', 'fresh veggie', 'tea', 'lollypop', 'veg momos', 'noodles', 'fish', 'veg noodle', 'chilly fish', 'veggies', 'chicken fried rice', 'egg', 'fried chicken momo', 'chicken', 'fried prawns', 'rice', 'veg noodles', 'fried chicken momos', 'veg fried rice', 'pan fried chicken', 'fried rice', 'veggie', 'chicken lollypop', 'prawns', 'veg momo', 'chicken momo', 'veg', 'fried chicken', 'pan fried chicken momos']",13.0221416,77.6403368,3932.0
"65/1A, Kaikondrahalli, Sarjapur Road, Bangalore",Keventers,Sarjapur Road,"['chocolate', 'sweet', 'shakes', 'strawberry', 'hazelnut chocolate', 'choco', 'chocolate shake', 'milk', 'exotic strawberry', 'hazel', 'blueberry', 'milkshake', 'hazelnut', 'chocochip']",12.920441,77.6653284,3933.0
"Soul space Arena Mall, Outer Ring Road, Doddanakundi, Marathahalli, Bangalore",Mr Manchurian,Marathahalli,"['fried rice', 'rice noodles', 'chicken', 'dumpling', 'noodles', 'veg', 'chicken manchurian combo', 'combo meal', 'rice', 'chicken manchurian', 'chicken manchuri']",12.9552572,77.6984163,3934.0
"47/9, Nanjunda Reddy Complex, Near Velankini Tech Park, Doddathogur, Electronic City, Bangalore",Choco Nut Cafe,Electronic City,"['cheese', 'roll', 'cheese sandwich', 'sandwich', 'falooda']",12.8487599,77.64825295827616,3935.0
"225, 2nd Cross, Opposite BBMP Office, Bellandur, Bangalore",Punjabi Food Point,Bellandur,"['dal', 'veggies', 'sabji', 'veggie', 'veg thali', 'egg', 'salad', 'thali', 'veg', 'raita', 'onion raita', 'rice', 'roti']",12.93103185,77.6782471,3936.0
"9, Lake Square, Tank Road, Ulsoor, Bangalore",Moto Store & CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Ulsoor,"['chai', 'pasta', 'cheese', 'mac and cheese', 'tea', 'fries', 'pizza', 'sandwich', 'veg', 'salted fries', 'rice']",12.9778793,77.6246697,3937.0
"4, Sai Shamik Plaza, 3rd Cross, Opposite M.S. Rammaih 1st Gate, New BEL Road, Bangalore",Wow! Sikkim Momo,New BEL Road,"['chicken momos', 'momos', 'egg noodle', 'egg', 'egg noodles', 'omelet', 'chicken', 'chicken thuppa', 'chicken momo', 'omelette', 'noodles', 'chilli aloo', 'fried momo']",13.0400592,77.5635717,3938.0
"10, Venkatapura Main Road, Teacher's Colony, Jakkasandra, Koramangala 1st Block",Shabari Kitchen,Koramangala 1st Block,"['egg', 'dosa', 'party meal', 'egg masala', 'veg']",12.9277245,77.6327822,3939.0
"Citrus Hotels, 80/2, Sarjapur Outer Ring Road, Bellandur, Bangalore",Skylit - Citrus Hotels,Bellandur,"['date night', 'honey chicken', 'fish fry', 'chicken', 'veg', 'fish', 'chicken fry', 'rice']",12.93103185,77.6782471,3940.0
"16, Meenakshi Koil Street, Opposite Shivajinagar Bus Stop",Ram Prasad Veg,Shivajinagar,"['rava idli', 'puri', 'pakoda', 'masala dosa', 'indian meal', 'south indian meal', 'dosa', 'banana', 'indian meals', 'idli', 'rice', 'bhajji', 'south indian meals', 'curd rice', 'coffee', 'sev', 'bonda', 'idly', 'pongal', 'curd', 'vada', 'thali', 'veg', 'papad']",12.986391,77.6075416,3941.0
"5, Diagonal Road, 3rd Block, 1st Floor, Jayanagar, Bangalore",Fabcafe,Jayanagar,"['abc', 'pancakes', 'ice cream', 'tea', 'ginger ale', 'cake', 'veg', 'pancake']",12.9292731,77.5824229,3944.0
"Shop 22, E Block, Subramanya Nagar, 14th Main Road, Jayanagar, Bangalore",The Good Bowl,Jayanagar,"['veg', 'milkshake', 'rice', 'milk']",12.9292731,77.5824229,3944.0
"10/122, Ground Floor, Ghousia Complex, Near Ring Road, Nagawara, Bangalore",Al-Noor Restaurant,Nagawara,['rice'],13.0431413,77.6209093,3944.0
"Shop no. LG-5, Spendid Plaza, 5th ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂAÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ Block, 100 Feet Road, Koramangala 5th Block, Bangalore",Brownie Heaven,Koramangala 5th Block,"['chocolate', 'ice cream', 'chocolate chip', 'brownie', 'brownie with ice cream', 'chocolate brownie', 'cheesecake', 'chocolate chips', 'white chocolate', 'chocolate sauce', 'white chocolate brownie', 'ida', 'lassi', 'cheese', 'cake', 'rich chocolate', 'cookie dough brownie', 'brownies', 'cookie', 'jamoon', 'nachos', 'classic', 'classic brownie', 'choco']",12.9348429,77.6189768,3944.0
"15, Bannerghatta Main Road, JP Nagar, Bangalore",Le Arabia,JP Nagar,"['prawns', 'bread', 'tea', 'roti']",12.9120761,77.57939318031076,3944.0
"164, Ground Floor, Green Glen Layout, Bellandur, Bangalore",Sichuan,Bellandur,"['dragon chicken', 'hakka noodles', 'sweet', 'chilli paneer', 'paneer', 'chicken', 'noodles', 'paneer chilli', 'fish', 'hakka noodle', 'hunan fish']",12.93103185,77.6782471,3947.0
"157, Green Glen Layout, Near HDFC Bank, Bellandur, Bangalore",Health Zingo,Bellandur,"['palak', 'palak khichdi', 'pasta', 'arabiata pasta', 'papaya', 'khichdi', 'oreo', 'hummus']",12.93103185,77.6782471,3948.0
"Kitchens@, 710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",Cafe Xtasi,"Varthur Main Road, Whitefield","['pizza', 'cherry']",12.944569,77.7469486,3949.0
"1st Main Road, 3rd Block, HBR Layout, Bangalore",Upahara Mandira,HBR Layout,"['tea', 'khara bath']",13.0358698,77.6323597,3950.0
"86, Krystal commercial complex, Kasavanahalli, Off Sarjapur Road, Sarjapur Road, Bangalore",Lungees Foods,Sarjapur Road,"['irachi fry', 'fish curry', 'tapioca', 'chicken', 'erachi fry', 'fish', 'kappa']",12.920441,77.6653284,3951.0
"2nd Block, HRBR Layout, Kalyan Nagar, Bangalore",De3 - The Eatery,North Bangalore,"['idly', 'burger', 'french fries', 'pasta', 'egg', 'fries', 'sev', 'veg', 'rice']",13.022234699999998,77.56718324768107,3952.0
"L139, 15th Cross, 5th Main, Sector 6, HSR Layout, HSR, Bangalore",Biryani Palace,HSR,"['dum biryani', 'chicken dum biryani', 'egg', 'chicken', 'egg biryani']",12.9116225,77.6388622,3953.0
"Doddathoguru Road, Opposite Valankani Gate 2, Near Royal Gym, Phase 1, Electronic City, Bangalore",China Garden,Electronic City,['rice'],12.8487599,77.64825295827616,3954.0
"Span Center, Pillar 172, Hosa Road Junction, Hosur Main Road, Electronic City, Bangalore",Sattvic,Electronic City,"['idly', 'sweet', 'tea', 'paneer', 'paneer lababdar', 'puri', 'rotis', 'veg', 'bread', 'rice', 'roti', 'pundi']",12.8487599,77.64825295827616,3955.0
"Keys Hotel, Electronic City, Bangalore Opposite Live 100 Hospital, Near, Electronic City",Unlock - The Restobar,Electronic City,"['veg', 'veg biryani']",12.8487599,77.64825295827616,3956.0
"45, Kasthuri Nivasa, 2nd Floor, 19th Main, 2nd Stage, BTM, Bangalore",Cucumber Town,BTM,"['chicken biryan', 'puttu', 'chicken biryani', 'pathiri', 'idiyappam', 'chicken', 'rice', 'tuna', 'kappa', 'pothu fry', 'appam']",12.91127585,77.60456543431182,3957.0
"No 19/3C, Next to Krishna Kuteera Restaurant ,Avani Shringeri Nagar, Near Nano Hospital, Begur Hobli, Bangalore, Bannerghatta Road, Bangalore",Asharfilal,Bannerghatta Road,"['malai kulfi', 'falooda', 'lassi', 'sweet', 'choco bar', 'ice cream', 'choco', 'kulfi', 'kulfi falooda']",12.9521804,77.6041899,3958.0
"137, 1st - A- Cross Road, Koramangala 5th Block, Bangalore",Cafe Graffiters,Koramangala 5th Block,"['pasta', 'tea', 'salads', 'noodles', 'drumstick', 'falooda', 'chicken biriyani', 'shakes', 'salad', 'paneer', 'paneer tikka', 'chicken', 'milk', 'butter', 'milkshake', 'rice', 'butter chicken', 'coffee', 'sandwich', 'chicken biryan', 'chicken sandwich', 'chicken biryani', 'chiku milkshake', 'butter chicken sandwich']",12.9348429,77.6189768,3959.5
"FF03, 13-Brick Post, Ramakrishnappa Road, Cox Town, Frazer Town, Bangalore",Healthy Sapiens,Frazer Town,"['chocolate', 'sweet', 'choco', 'chocolate pudding', 'oatmeal', 'oatmeals']",12.9986827,77.615525,3959.5
"Ground Floor, Mantri Square, Sampige Road, Malleshwaram, Bangalore",Kalmane Koffees,Malleshwaram,"['coffee lover', 'coffee', 'filter coffee', 'coffee shake', 'rice']",13.0027353,77.5703253,3961.0
"275, 17th F Main, Koramangala 5th Block, Bangalore",Om Sweets & Snacks,Koramangala 5th Block,"['rasgulla', 'jamun', 'sweet', 'gud rasgulla', 'rice']",12.9348429,77.6189768,3962.0
"2/10, 80 Feet Road, RMV 2nd Stage, Poojary Layout, New BEL Road, Bangalore",Cafe Rossini,New BEL Road,"['pasta', 'latte', 'tea', 'lasagna', 'veg starter', 'dates', 'veg', 'rice']",13.0400592,77.5635717,3963.0
"43, 44, 45, Opposite Space Centre, Brigade Road, Bangalore",McDonald's,Brigade Road,"['burger', 'french fries', 'chicken burger', 'chicken', 'fries', 'coke', 'rice', 'spicy chicken']",12.9714852,77.6069655,3964.0
"23/1-1, Sri Shakti Tower, 5th Main Road, Okalipuram, Majestic, Bangalore",Sri Shakti Sweets,Majestic,"['sweet', 'mixture', 'roll', 'champakali', 'milk', 'rice', 'special mixture', 'kaju katli']",12.9756601,77.5731558,3965.5
"Shop 706 A/4, 5Th Cross 80 Feet Road, Kodihalli Near Masjid, Old Airport Road, Bangalore",Chef Fast Food,Old Airport Road,"['burger', 'paneer rolls', 'roll', 'paneer roll', 'paneer', 'chicken', 'coke', 'veg', 'veg burger']",12.9586397,77.6651309,3965.5
"14th Main, Sector 4, HSR, Bangalore",Fish Chain,HSR,"['chai', 'keema', 'fish curry and rice', 'biryani combo', 'tea', 'crab', 'fish curry', 'roti.', 'prawns', 'steamed rice', 'prawns curry', 'rotis', 'oreo', 'tuna', 'fish', 'rice', 'roti']",12.9116225,77.6388622,3967.0
"New 90, First Floor, Geddalahalli, Sanjay Nagar Main Road, Sanjay Nagar, Bangalore",Sweet Truth,Sanjay Nagar,"['red velvet', 'chocolate', 'sweet', 'chocolava', 'cake', 'choco', 'chocolate cake', 'chocolate fantasy', 'red velvet cake', 'chocolate fantasy cake']",12.9578658,77.6958748,3968.5
"172, Ground Floor, Near Jain College, VV Puram, Basavanagudi, Bangalore",Mint and Mustard,Basavanagudi,"['kulcha', 'roasted', 'dal', 'tea', 'manchow', 'naan', 'roti', 'veg manchow soup', 'paneer peshawari', 'fudge', 'almond', 'paneer tikka', 'veg biryani', 'paneer', 'crispy veg', 'tomato soup', 'rice', 'veg', 'gobi manchuri', 'paneer pahadi tikka', 'manchow soup', 'roasted papad', 'almond fudge', 'veg manchow', 'paneer tikka masala', 'missi roti', 'crispy vegetable', 'crispy vegetables', 'dilkush', 'masala papad', 'dal makhni', 'parata', 'papad']",12.9417261,77.5755021,3968.5
"BTM & J P Nagar, Bangalore",Biryani Knights,JP Nagar,"['ida', 'veg biriyani', 'tea', 'egg', 'veg biryani', 'rabadi', 'veg', 'egg biryani', 'rice', 'lime']",12.9120761,77.57939318031076,3970.0
"360, 1st Floor, 1st Main, Koramangala 7th Block, Bangalore",Maria's Goan Kitchen,Koramangala 7th Block,"['pudina chutney', 'thali', 'sol kadi', 'fish', 'rice', 'kadi']",12.9364846,77.6134783,3971.0
"7th Main, 80 Feet Road, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore",Srinidhi Veg Food Court,Kalyan Nagar,"['idly', 'sambhar', 'sweet', 'idly vada', 'fried rice', 'sambar', 'vada', 'upma', 'sandwich', 'veg', 'rice']",13.0221416,77.6403368,3972.0
"301A, 9th Main, 4th Block, Jayanagar, Bangalore",Sri Venkateshwara Sweet Meat Stall,Jayanagar,"['sweet', 'rasmalai', 'dahi', 'badam milk', 'badam', 'chole', 'sandwich', 'curd', 'kachori', 'shakes', 'bhel puri', 'puri', 'cold badam milk', 'milk', 'cold badam', 'bhel', 'milkshake', 'dahi puri']",12.9292731,77.5824229,3973.0
"608, 21st Cross, Kumaraswamy Layout, Bangalore",Roll N Rock,Kumaraswamy Layout,"['paratha', 'fried rice', 'roll', 'paneer roll', 'paneer', 'rice']",12.9081487,77.5553179,3974.0
"3/3, Muniyanna Building, Behind Bata Showroom, Kaikondrahalli, Sarjapur Road, Bangalore",Thiruvithamkoor Restaurant,Sarjapur Road,"['lemon pickle', 'fish curry', 'chicken', 'natholi', 'achari chicken', 'rice', 'natholi fry', 'fish', 'pickle', 'prawn masala', 'appam']",12.920441,77.6653284,3975.0
